x-axis,1,2,3
-4.33000E-06,+1.37890625000E+00,+604.68750901E-03,+607.42188405E-03
-4.32000E-06,+1.37890625000E+00,+603.12500899E-03,+606.25000903E-03
-4.31000E-06,+1.37109375000E+00,+601.56250896E-03,+605.46875902E-03
-4.30000E-06,+1.36328125000E+00,+599.21875893E-03,+604.29688400E-03
-4.29000E-06,+1.35546875000E+00,+597.65625891E-03,+603.12500899E-03
-4.28000E-06,+1.34375000000E+00,+595.70313388E-03,+602.34375898E-03
-4.27000E-06,+1.34375000000E+00,+593.75000885E-03,+600.39063395E-03
-4.26000E-06,+1.33984375000E+00,+591.79688382E-03,+598.82813392E-03
-4.25000E-06,+1.32812500000E+00,+589.45313378E-03,+597.65625891E-03
-4.24000E-06,+1.31250000000E+00,+587.50000875E-03,+595.70313388E-03
-4.23000E-06,+1.31250000000E+00,+584.76563371E-03,+594.14063385E-03
-4.22000E-06,+1.30078125000E+00,+582.42188368E-03,+591.79688382E-03
-4.21000E-06,+1.29296875000E+00,+580.07813364E-03,+590.23438380E-03
-4.20000E-06,+1.27734375000E+00,+576.95313360E-03,+587.89063376E-03
-4.19000E-06,+1.27343750000E+00,+574.21875856E-03,+585.54688373E-03
-4.18000E-06,+1.26562500000E+00,+571.87500852E-03,+583.20313369E-03
-4.17000E-06,+1.25781250000E+00,+568.75000848E-03,+580.85938366E-03
-4.16000E-06,+1.24609375000E+00,+565.23438342E-03,+578.51563362E-03
-4.15000E-06,+1.23828125000E+00,+562.50000838E-03,+575.78125858E-03
-4.14000E-06,+1.23046875000E+00,+558.98438333E-03,+573.04688354E-03
-4.13000E-06,+1.21484375000E+00,+555.85938328E-03,+569.92188349E-03
-4.12000E-06,+1.20312500000E+00,+552.73438324E-03,+567.18750845E-03
-4.11000E-06,+1.19140625000E+00,+548.82813318E-03,+564.06250841E-03
-4.10000E-06,+1.18359375000E+00,+545.70313313E-03,+560.15625835E-03
-4.09000E-06,+1.16796875000E+00,+541.79688307E-03,+557.03125830E-03
-4.08000E-06,+1.15234375000E+00,+537.89063302E-03,+553.90625825E-03
-4.07000E-06,+1.14062500000E+00,+533.98438296E-03,+550.78125821E-03
-4.06000E-06,+1.12890625000E+00,+530.07813290E-03,+547.26563315E-03
-4.05000E-06,+1.11718750000E+00,+525.78125783E-03,+544.14063311E-03
-4.04000E-06,+1.10156250000E+00,+522.26563278E-03,+540.23438305E-03
-4.03000E-06,+1.08984375000E+00,+517.96875772E-03,+536.71875800E-03
-4.02000E-06,+1.07812500000E+00,+514.06250766E-03,+532.81250794E-03
-4.01000E-06,+1.06250000000E+00,+509.76563260E-03,+529.68750789E-03
-4.00000E-06,+1.05078125000E+00,+505.85938254E-03,+525.39063283E-03
-3.99000E-06,+1.03906250000E+00,+500.78125746E-03,+521.48438277E-03
-3.98000E-06,+1.02734375000E+00,+496.48438240E-03,+517.18750771E-03
-3.97000E-06,+1.01953125000E+00,+491.79688233E-03,+513.28125765E-03
-3.96000E-06,+1.00000000000E+00,+487.50000726E-03,+508.98438258E-03
-3.95000E-06,+988.28125000E-03,+482.81250719E-03,+505.07813253E-03
-3.94000E-06,+964.84375000E-03,+478.12500712E-03,+500.00000745E-03
-3.93000E-06,+957.03125000E-03,+473.82813206E-03,+495.70313239E-03
-3.92000E-06,+941.40625000E-03,+468.75000698E-03,+491.40625732E-03
-3.91000E-06,+921.87500000E-03,+463.28125690E-03,+486.71875725E-03
-3.90000E-06,+906.25000000E-03,+458.59375683E-03,+482.42188219E-03
-3.89000E-06,+890.62500000E-03,+453.12500675E-03,+477.73438212E-03
-3.88000E-06,+867.18750000E-03,+447.65625667E-03,+472.65625704E-03
-3.87000E-06,+851.56250000E-03,+442.18750659E-03,+467.57813197E-03
-3.86000E-06,+835.93750000E-03,+436.71875651E-03,+462.10938189E-03
-3.85000E-06,+816.40625000E-03,+431.64063143E-03,+457.42188182E-03
-3.84000E-06,+796.87500000E-03,+425.78125634E-03,+452.34375674E-03
-3.83000E-06,+781.25000000E-03,+420.31250626E-03,+447.26563166E-03
-3.82000E-06,+761.71875000E-03,+413.67188116E-03,+441.79688158E-03
-3.81000E-06,+753.90625000E-03,+407.81250608E-03,+436.32813150E-03
-3.80000E-06,+734.37500000E-03,+401.56250598E-03,+431.25000643E-03
-3.79000E-06,+714.84375000E-03,+395.70313090E-03,+425.78125634E-03
-3.78000E-06,+695.31250000E-03,+389.45313080E-03,+419.53125625E-03
-3.77000E-06,+675.78125000E-03,+382.81250570E-03,+413.67188116E-03
-3.76000E-06,+656.25000000E-03,+376.95313062E-03,+408.20313108E-03
-3.75000E-06,+636.71875000E-03,+371.09375553E-03,+402.34375600E-03
-3.74000E-06,+617.18750000E-03,+364.45313043E-03,+396.09375590E-03
-3.73000E-06,+593.75000000E-03,+358.20313034E-03,+390.62500582E-03
-3.72000E-06,+570.31250000E-03,+351.95313024E-03,+384.37500573E-03
-3.71000E-06,+554.68750000E-03,+346.09375516E-03,+378.12500563E-03
-3.70000E-06,+527.34375000E-03,+339.84375506E-03,+371.48438054E-03
-3.69000E-06,+507.81250000E-03,+333.20312997E-03,+364.84375544E-03
-3.68000E-06,+484.37500000E-03,+326.56250487E-03,+358.20313034E-03
-3.67000E-06,+460.93750000E-03,+319.53125476E-03,+351.95313024E-03
-3.66000E-06,+441.40625000E-03,+312.89062966E-03,+345.31250515E-03
-3.65000E-06,+425.78125000E-03,+307.03125458E-03,+339.06250505E-03
-3.64000E-06,+402.34375000E-03,+299.60937946E-03,+332.42187995E-03
-3.63000E-06,+382.81250000E-03,+293.35937937E-03,+326.17187986E-03
-3.62000E-06,+359.37500000E-03,+287.10937928E-03,+319.53125476E-03
-3.61000E-06,+339.84375000E-03,+280.46875418E-03,+313.28125467E-03
-3.60000E-06,+312.50000000E-03,+273.43750407E-03,+306.64062957E-03
-3.59000E-06,+292.96875000E-03,+266.79687898E-03,+300.39062948E-03
-3.58000E-06,+269.53125000E-03,+259.76562887E-03,+294.14062938E-03
-3.57000E-06,+246.09375000E-03,+252.73437877E-03,+287.89062929E-03
-3.56000E-06,+226.56250000E-03,+245.70312866E-03,+281.25000419E-03
-3.55000E-06,+207.03125000E-03,+238.28125355E-03,+274.21875409E-03
-3.54000E-06,+183.59375000E-03,+230.85937844E-03,+267.96875399E-03
-3.53000E-06,+160.15625000E-03,+223.82812834E-03,+260.93750389E-03
-3.52000E-06,+132.81250000E-03,+216.01562822E-03,+253.51562878E-03
-3.51000E-06,+109.37500000E-03,+208.98437811E-03,+246.09375367E-03
-3.50000E-06,+85.93750000E-03,+201.56250300E-03,+238.67187856E-03
-3.49000E-06,+62.50000000E-03,+193.75000289E-03,+230.85937844E-03
-3.48000E-06,+35.15625000E-03,+186.32812778E-03,+223.43750333E-03
-3.47000E-06,+15.62500000E-03,+178.12500265E-03,+216.01562822E-03
-3.46000E-06,+0.0E+00,+170.70312754E-03,+208.98437811E-03
-3.45000E-06,-19.53125000E-03,+162.89062743E-03,+201.56250300E-03
-3.44000E-06,-39.06250000E-03,+155.07812731E-03,+194.14062789E-03
-3.43000E-06,-58.59375000E-03,+147.65625220E-03,+187.10937779E-03
-3.42000E-06,-82.03125000E-03,+139.84375208E-03,+179.68750268E-03
-3.41000E-06,-113.28125000E-03,+132.42187697E-03,+171.87500256E-03
-3.40000E-06,-132.81250000E-03,+125.00000186E-03,+164.06250244E-03
-3.39000E-06,-152.34375000E-03,+116.79687674E-03,+156.64062733E-03
-3.38000E-06,-175.78125000E-03,+109.76562664E-03,+149.21875222E-03
-3.37000E-06,-195.31250000E-03,+102.34375153E-03,+142.18750212E-03
-3.36000E-06,-214.84375000E-03,+94.92187641E-03,+134.37500200E-03
-3.35000E-06,-234.37500000E-03,+87.10937630E-03,+127.34375190E-03
-3.34000E-06,-261.71875000E-03,+79.68750119E-03,+119.14062678E-03
-3.33000E-06,-285.15625000E-03,+71.87500107E-03,+111.71875166E-03
-3.32000E-06,-308.59375000E-03,+63.67187595E-03,+103.51562654E-03
-3.31000E-06,-328.12500000E-03,+55.85937583E-03,+96.09375143E-03
-3.30000E-06,-351.56250000E-03,+48.43750072E-03,+88.28125132E-03
-3.29000E-06,-378.90625000E-03,+40.23437560E-03,+80.85937620E-03
-3.28000E-06,-406.25000000E-03,+32.42187548E-03,+73.04687609E-03
-3.27000E-06,-425.78125000E-03,+24.60937537E-03,+65.23437597E-03
-3.26000E-06,-449.21875000E-03,+16.79687525E-03,+57.42187586E-03
-3.25000E-06,-476.56250000E-03,+8.59375013E-03,+49.60937574E-03
-3.24000E-06,-496.09375000E-03,+1.17187502E-03,+41.01562561E-03
-3.23000E-06,-519.53125000E-03,-5.85937509E-03,+33.98437551E-03
-3.22000E-06,-542.96875000E-03,-12.89062519E-03,+26.56250040E-03
-3.21000E-06,-574.21875000E-03,-19.92187530E-03,+18.35937527E-03
-3.20000E-06,-593.75000000E-03,-27.34375041E-03,+10.54687516E-03
-3.19000E-06,-617.18750000E-03,-34.37500051E-03,+3.12500005E-03
-3.18000E-06,-640.62500000E-03,-42.18750063E-03,-4.29687506E-03
-3.17000E-06,-671.87500000E-03,-49.60937574E-03,-11.71875017E-03
-3.16000E-06,-687.50000000E-03,-57.42187586E-03,-19.14062529E-03
-3.15000E-06,-714.84375000E-03,-65.62500098E-03,-26.56250040E-03
-3.14000E-06,-746.09375000E-03,-73.43750109E-03,-34.37500051E-03
-3.13000E-06,-769.53125000E-03,-82.03125122E-03,-41.40625062E-03
-3.12000E-06,-792.96875000E-03,-90.23437634E-03,-49.21875073E-03
-3.11000E-06,-820.31250000E-03,-97.26562645E-03,-57.42187586E-03
-3.10000E-06,-839.84375000E-03,-105.07812657E-03,-66.01562598E-03
-3.09000E-06,-859.37500000E-03,-112.89062668E-03,-73.82812610E-03
-3.08000E-06,-882.81250000E-03,-120.70312680E-03,-81.64062622E-03
-3.07000E-06,-906.25000000E-03,-128.12500191E-03,-89.06250133E-03
-3.06000E-06,-933.59375000E-03,-135.54687702E-03,-96.87500144E-03
-3.05000E-06,-953.12500000E-03,-142.96875213E-03,-104.29687655E-03
-3.04000E-06,-976.56250000E-03,-150.39062724E-03,-111.71875166E-03
-3.03000E-06,-1.00000000000E+00,-157.42187735E-03,-119.14062678E-03
-3.02000E-06,-1.02343750000E+00,-164.84375246E-03,-126.95312689E-03
-3.01000E-06,-1.04296875000E+00,-172.26562757E-03,-133.98437700E-03
-3.00000E-06,-1.07031250000E+00,-180.07812768E-03,-141.79687711E-03
-2.99000E-06,-1.09375000000E+00,-187.50000279E-03,-149.21875222E-03
-2.98000E-06,-1.11718750000E+00,-195.31250291E-03,-156.64062733E-03
-2.97000E-06,-1.13671875000E+00,-202.73437802E-03,-164.06250244E-03
-2.96000E-06,-1.16406250000E+00,-210.15625313E-03,-171.48437756E-03
-2.95000E-06,-1.17968750000E+00,-217.96875325E-03,-179.29687767E-03
-2.94000E-06,-1.20312500000E+00,-225.39062836E-03,-186.32812778E-03
-2.93000E-06,-1.22656250000E+00,-233.20312847E-03,-193.35937788E-03
-2.92000E-06,-1.25000000000E+00,-240.23437858E-03,-201.17187800E-03
-2.91000E-06,-1.26953125000E+00,-248.04687870E-03,-208.59375311E-03
-2.90000E-06,-1.28906250000E+00,-254.68750380E-03,-216.79687823E-03
-2.89000E-06,-1.30859375000E+00,-261.32812889E-03,-224.21875334E-03
-2.88000E-06,-1.33203125000E+00,-268.75000400E-03,-232.03125346E-03
-2.87000E-06,-1.35156250000E+00,-275.78125411E-03,-239.45312857E-03
-2.86000E-06,-1.37109375000E+00,-282.42187921E-03,-246.09375367E-03
-2.85000E-06,-1.39843750000E+00,-289.06250431E-03,-253.12500377E-03
-2.84000E-06,-1.41406250000E+00,-296.09375441E-03,-260.54687888E-03
-2.83000E-06,-1.42578125000E+00,-303.12500452E-03,-267.18750398E-03
-2.82000E-06,-1.44921875000E+00,-310.15625462E-03,-274.60937909E-03
-2.81000E-06,-1.46484375000E+00,-316.79687972E-03,-281.25000419E-03
-2.80000E-06,-1.48437500000E+00,-323.43750482E-03,-288.28125430E-03
-2.79000E-06,-1.50390625000E+00,-329.68750491E-03,-295.31250440E-03
-2.78000E-06,-1.52734375000E+00,-336.71875502E-03,-302.34375451E-03
-2.77000E-06,-1.55078125000E+00,-342.96875511E-03,-308.98437960E-03
-2.76000E-06,-1.57031250000E+00,-348.82813020E-03,-315.23437970E-03
-2.75000E-06,-1.58593750000E+00,-355.46875530E-03,-321.87500480E-03
-2.74000E-06,-1.60937500000E+00,-361.71875539E-03,-328.51562990E-03
-2.73000E-06,-1.63281250000E+00,-367.96875548E-03,-335.15625499E-03
-2.72000E-06,-1.65234375000E+00,-374.21875558E-03,-342.18750510E-03
-2.71000E-06,-1.67187500000E+00,-379.68750566E-03,-348.04688019E-03
-2.70000E-06,-1.68359375000E+00,-386.32813076E-03,-355.07813029E-03
-2.69000E-06,-1.70312500000E+00,-392.18750584E-03,-361.32813038E-03
-2.68000E-06,-1.71484375000E+00,-398.43750594E-03,-367.96875548E-03
-2.67000E-06,-1.73828125000E+00,-404.29688102E-03,-374.21875558E-03
-2.66000E-06,-1.75781250000E+00,-409.76563111E-03,-380.46875567E-03
-2.65000E-06,-1.76953125000E+00,-416.40625620E-03,-386.32813076E-03
-2.64000E-06,-1.78906250000E+00,-422.26563129E-03,-392.57813085E-03
-2.63000E-06,-1.80468750000E+00,-427.73438137E-03,-398.43750594E-03
-2.62000E-06,-1.82031250000E+00,-433.59375646E-03,-405.07813104E-03
-2.61000E-06,-1.83593750000E+00,-439.06250654E-03,-410.93750612E-03
-2.60000E-06,-1.85546875000E+00,-444.92188163E-03,-416.40625620E-03
-2.59000E-06,-1.87109375000E+00,-450.00000671E-03,-421.87500629E-03
-2.58000E-06,-1.88671875000E+00,-455.07813178E-03,-428.12500638E-03
-2.57000E-06,-1.90234375000E+00,-460.54688186E-03,-434.37500647E-03
-2.56000E-06,-1.91406250000E+00,-466.01563194E-03,-439.84375655E-03
-2.55000E-06,-1.92968750000E+00,-471.09375702E-03,-444.92188163E-03
-2.54000E-06,-1.94921875000E+00,-476.17188210E-03,-450.39063171E-03
-2.53000E-06,-1.96875000000E+00,-481.64063218E-03,-455.85938179E-03
-2.52000E-06,-1.98437500000E+00,-487.10938226E-03,-461.32813187E-03
-2.51000E-06,-1.99609375000E+00,-491.79688233E-03,-467.18750696E-03
-2.50000E-06,-2.00781250000E+00,-496.48438240E-03,-472.65625704E-03
-2.49000E-06,-2.02734375000E+00,-501.17188247E-03,-477.73438212E-03
-2.48000E-06,-2.03515625000E+00,-505.85938254E-03,-483.20313220E-03
-2.47000E-06,-2.04687500000E+00,-510.15625760E-03,-488.28125728E-03
-2.46000E-06,-2.06640625000E+00,-514.45313267E-03,-493.35938235E-03
-2.45000E-06,-2.07421875000E+00,-518.75000773E-03,-497.65625742E-03
-2.44000E-06,-2.09765625000E+00,-523.43750780E-03,-502.73438249E-03
-2.43000E-06,-2.10156250000E+00,-527.73438286E-03,-507.42188256E-03
-2.42000E-06,-2.11718750000E+00,-531.64063292E-03,-511.71875763E-03
-2.41000E-06,-2.13281250000E+00,-535.54688298E-03,-516.01563269E-03
-2.40000E-06,-2.13671875000E+00,-539.06250803E-03,-520.31250775E-03
-2.39000E-06,-2.14843750000E+00,-542.57813309E-03,-524.60938282E-03
-2.38000E-06,-2.16015625000E+00,-546.09375814E-03,-528.90625788E-03
-2.37000E-06,-2.17578125000E+00,-549.60938319E-03,-532.42188293E-03
-2.36000E-06,-2.18359375000E+00,-552.73438324E-03,-536.71875800E-03
-2.35000E-06,-2.19531250000E+00,-556.25000829E-03,-540.23438305E-03
-2.34000E-06,-2.20703125000E+00,-558.98438333E-03,-544.53125811E-03
-2.33000E-06,-2.21484375000E+00,-562.10938338E-03,-547.65625816E-03
-2.32000E-06,-2.21875000000E+00,-566.01563343E-03,-551.56250822E-03
-2.31000E-06,-2.23046875000E+00,-569.53125849E-03,-554.68750827E-03
-2.30000E-06,-2.23828125000E+00,-572.65625853E-03,-558.20313332E-03
-2.29000E-06,-2.24609375000E+00,-575.39063357E-03,-561.71875837E-03
-2.28000E-06,-2.25390625000E+00,-579.29688363E-03,-565.23438342E-03
-2.27000E-06,-2.26171875000E+00,-581.64063367E-03,-568.75000848E-03
-2.26000E-06,-2.27343750000E+00,-584.37500871E-03,-572.65625853E-03
-2.25000E-06,-2.27343750000E+00,-586.71875874E-03,-575.00000857E-03
-2.24000E-06,-2.28515625000E+00,-589.45313378E-03,-578.51563362E-03
-2.23000E-06,-2.29296875000E+00,-591.40625881E-03,-581.25000866E-03
-2.22000E-06,-2.29296875000E+00,-594.14063385E-03,-583.98438370E-03
-2.21000E-06,-2.30468750000E+00,-596.09375888E-03,-586.32813374E-03
-2.20000E-06,-2.30468750000E+00,-598.43750892E-03,-589.06250878E-03
-2.19000E-06,-2.31640625000E+00,-600.39063395E-03,-591.40625881E-03
-2.18000E-06,-2.32421875000E+00,-602.34375898E-03,-593.35938384E-03
-2.17000E-06,-2.32812500000E+00,-604.29688400E-03,-595.70313388E-03
-2.16000E-06,-2.33203125000E+00,-605.85938403E-03,-598.04688391E-03
-2.15000E-06,-2.34375000000E+00,-607.42188405E-03,-600.39063395E-03
-2.14000E-06,-2.34375000000E+00,-609.37500908E-03,-602.34375898E-03
-2.13000E-06,-2.34375000000E+00,-610.93750910E-03,-604.29688400E-03
-2.12000E-06,-2.34375000000E+00,-612.50000913E-03,-607.03125905E-03
-2.11000E-06,-2.34765625000E+00,-614.06250915E-03,-608.98438407E-03
-2.10000E-06,-2.35546875000E+00,-615.23438417E-03,-611.71875912E-03
-2.09000E-06,-2.36328125000E+00,-616.40625919E-03,-613.28125914E-03
-2.08000E-06,-2.36328125000E+00,-616.79688419E-03,-615.62500917E-03
-2.07000E-06,-2.36328125000E+00,-617.96875921E-03,-617.57813420E-03
-2.06000E-06,-2.36328125000E+00,-618.75000922E-03,-618.75000922E-03
-2.05000E-06,-2.36328125000E+00,-618.75000922E-03,-619.53125923E-03
-2.04000E-06,-2.35937500000E+00,-619.92188424E-03,-619.92188424E-03
-2.03000E-06,-2.36718750000E+00,-620.31250924E-03,-620.70313425E-03
-2.02000E-06,-2.36328125000E+00,-620.31250924E-03,-621.09375926E-03
-2.01000E-06,-2.36718750000E+00,-621.09375926E-03,-621.09375926E-03
-2.00000E-06,-2.35937500000E+00,-620.70313425E-03,-621.48438426E-03
-1.99000E-06,-2.35937500000E+00,-621.87500927E-03,-621.87500927E-03
-1.98000E-06,-2.35937500000E+00,-621.48438426E-03,-622.26563427E-03
-1.97000E-06,-2.35937500000E+00,-621.48438426E-03,-623.04688428E-03
-1.96000E-06,-2.35937500000E+00,-621.48438426E-03,-623.82813430E-03
-1.95000E-06,-2.36328125000E+00,-621.09375926E-03,-625.00000931E-03
-1.94000E-06,-2.35937500000E+00,-620.70313425E-03,-625.78125932E-03
-1.93000E-06,-2.35546875000E+00,-619.92188424E-03,-625.78125932E-03
-1.92000E-06,-2.35937500000E+00,-619.92188424E-03,-626.56250934E-03
-1.91000E-06,-2.34765625000E+00,-619.53125923E-03,-626.17188433E-03
-1.90000E-06,-2.33984375000E+00,-618.35938421E-03,-626.95313434E-03
-1.89000E-06,-2.34765625000E+00,-617.57813420E-03,-626.17188433E-03
-1.88000E-06,-2.33984375000E+00,-616.79688419E-03,-625.39063432E-03
-1.87000E-06,-2.33593750000E+00,-615.23438417E-03,-625.00000931E-03
-1.86000E-06,-2.32812500000E+00,-614.06250915E-03,-623.82813430E-03
-1.85000E-06,-2.32812500000E+00,-612.10938412E-03,-623.04688428E-03
-1.84000E-06,-2.32031250000E+00,-610.93750910E-03,-621.87500927E-03
-1.83000E-06,-2.31250000000E+00,-609.37500908E-03,-620.70313425E-03
-1.82000E-06,-2.30078125000E+00,-607.81250906E-03,-619.92188424E-03
-1.81000E-06,-2.29687500000E+00,-606.25000903E-03,-618.35938421E-03
-1.80000E-06,-2.28906250000E+00,-604.68750901E-03,-617.18750920E-03
-1.79000E-06,-2.28515625000E+00,-603.12500899E-03,-615.62500917E-03
-1.78000E-06,-2.27343750000E+00,-600.78125895E-03,-614.45313416E-03
-1.77000E-06,-2.27343750000E+00,-598.82813392E-03,-613.28125914E-03
-1.76000E-06,-2.26953125000E+00,-597.26563390E-03,-612.10938412E-03
-1.75000E-06,-2.26171875000E+00,-594.92188387E-03,-610.54688410E-03
-1.74000E-06,-2.25781250000E+00,-592.57813383E-03,-608.59375907E-03
-1.73000E-06,-2.25390625000E+00,-590.62500880E-03,-607.03125905E-03
-1.72000E-06,-2.24218750000E+00,-587.89063376E-03,-605.46875902E-03
-1.71000E-06,-2.23046875000E+00,-585.93750873E-03,-603.51563399E-03
-1.70000E-06,-2.22656250000E+00,-583.59375870E-03,-601.17188396E-03
-1.69000E-06,-2.21875000000E+00,-580.07813364E-03,-598.82813392E-03
-1.68000E-06,-2.20312500000E+00,-577.34375860E-03,-596.09375888E-03
-1.67000E-06,-2.19140625000E+00,-574.21875856E-03,-593.75000885E-03
-1.66000E-06,-2.17968750000E+00,-571.09375851E-03,-591.79688382E-03
-1.65000E-06,-2.16406250000E+00,-567.57813346E-03,-588.67188377E-03
-1.64000E-06,-2.14843750000E+00,-564.45313341E-03,-585.93750873E-03
-1.63000E-06,-2.14062500000E+00,-560.54688335E-03,-583.20313369E-03
-1.62000E-06,-2.12890625000E+00,-557.81250831E-03,-580.46875865E-03
-1.61000E-06,-2.12109375000E+00,-554.29688326E-03,-576.95313360E-03
-1.60000E-06,-2.10937500000E+00,-551.17188321E-03,-573.82813355E-03
-1.59000E-06,-2.09765625000E+00,-547.65625816E-03,-570.31250850E-03
-1.58000E-06,-2.08593750000E+00,-544.14063311E-03,-567.18750845E-03
-1.57000E-06,-2.07031250000E+00,-540.62500806E-03,-564.06250841E-03
-1.56000E-06,-2.05859375000E+00,-537.50000801E-03,-560.54688335E-03
-1.55000E-06,-2.04687500000E+00,-533.59375795E-03,-557.81250831E-03
-1.54000E-06,-2.03125000000E+00,-529.29688289E-03,-554.29688326E-03
-1.53000E-06,-2.01171875000E+00,-525.39063283E-03,-550.78125821E-03
-1.52000E-06,-1.99609375000E+00,-521.09375776E-03,-547.26563315E-03
-1.51000E-06,-1.99218750000E+00,-516.79688270E-03,-543.35938310E-03
-1.50000E-06,-1.97656250000E+00,-512.50000764E-03,-539.84375804E-03
