x-axis,1,2,3,
-4.49E-06,1.43E+00,6.16E-01,6.09E-01,0.006640625
-4.48E-06,1.43E+00,6.16E-01,6.10E-01,0.005859375
-4.47E-06,1.43E+00,6.16E-01,6.10E-01,0.005859375
-4.46E-06,1.43E+00,6.16E-01,6.10E-01,0.00546875
-4.45E-06,1.43E+00,6.15E-01,6.11E-01,0.004296875
-4.44E-06,1.43E+00,6.15E-01,6.11E-01,0.003515625
-4.43E-06,1.42E+00,6.14E-01,6.11E-01,0.003125
-4.42E-06,1.42E+00,6.14E-01,6.11E-01,0.002734375
-4.41E-06,1.41E+00,6.13E-01,6.11E-01,0.001953125
-4.40E-06,1.41E+00,6.13E-01,6.11E-01,0.001171875
-4.39E-06,1.41E+00,6.12E-01,6.11E-01,0.000390625
-4.38E-06,1.41E+00,6.11E-01,6.11E-01,0
-4.37E-06,1.40E+00,6.10E-01,6.11E-01,0.000390625
-4.36E-06,1.39E+00,6.09E-01,6.10E-01,0.00078125
-4.35E-06,1.39E+00,6.07E-01,6.09E-01,0.001953125
-4.34E-06,1.38E+00,6.06E-01,6.08E-01,0.001953125
-4.33E-06,1.38E+00,6.05E-01,6.07E-01,0.002734375
-4.32E-06,1.38E+00,6.03E-01,6.06E-01,0.003125
-4.31E-06,1.37E+00,6.02E-01,6.05E-01,0.00390625
-4.30E-06,1.36E+00,5.99E-01,6.04E-01,0.005078125
-4.29E-06,1.36E+00,5.98E-01,6.03E-01,0.00546875
-4.28E-06,1.34E+00,5.96E-01,6.02E-01,0.006640625
-4.27E-06,1.34E+00,5.94E-01,6.00E-01,0.006640625
-4.26E-06,1.34E+00,5.92E-01,5.99E-01,0.00703125
-4.25E-06,1.33E+00,5.89E-01,5.98E-01,0.008203125
-4.24E-06,1.31E+00,5.88E-01,5.96E-01,0.008203125
-4.23E-06,1.31E+00,5.85E-01,5.94E-01,0.009375
-4.22E-06,1.30E+00,5.82E-01,5.92E-01,0.009375
-4.21E-06,1.29E+00,5.80E-01,5.90E-01,0.01015625
-4.20E-06,1.28E+00,5.77E-01,5.88E-01,0.0109375
-4.19E-06,1.27E+00,5.74E-01,5.86E-01,0.011328125
-4.18E-06,1.27E+00,5.72E-01,5.83E-01,0.011328125
-4.17E-06,1.26E+00,5.69E-01,5.81E-01,0.012109375
-4.16E-06,1.25E+00,5.65E-01,5.79E-01,0.01328125
-4.15E-06,1.24E+00,5.63E-01,5.76E-01,0.01328125
-4.14E-06,1.23E+00,5.59E-01,5.73E-01,0.0140625
-4.13E-06,1.21E+00,5.56E-01,5.70E-01,0.0140625
-4.12E-06,1.20E+00,5.53E-01,5.67E-01,0.014453125
-4.11E-06,1.19E+00,5.49E-01,5.64E-01,0.015234375
-4.10E-06,1.18E+00,5.46E-01,5.60E-01,0.014453125
-4.09E-06,1.17E+00,5.42E-01,5.57E-01,0.015234375
-4.08E-06,1.15E+00,5.38E-01,5.54E-01,0.016015625
-4.07E-06,1.14E+00,5.34E-01,5.51E-01,0.016796875
-4.06E-06,1.13E+00,5.30E-01,5.47E-01,0.0171875
-4.05E-06,1.12E+00,5.26E-01,5.44E-01,0.018359375
-4.04E-06,1.10E+00,5.22E-01,5.40E-01,0.01796875
-4.03E-06,1.09E+00,5.18E-01,5.37E-01,0.01875
-4.02E-06,1.08E+00,5.14E-01,5.33E-01,0.01875
-4.01E-06,1.06E+00,5.10E-01,5.30E-01,0.019921875
-4.00E-06,1.05E+00,5.06E-01,5.25E-01,0.01953125
-3.99E-06,1.04E+00,5.01E-01,5.21E-01,0.020703125
-3.98E-06,1.03E+00,4.96E-01,5.17E-01,0.020703125
-3.97E-06,1.02E+00,4.92E-01,5.13E-01,0.021484375
-3.96E-06,1.00E+00,4.88E-01,5.09E-01,0.021484375
-3.95E-06,9.88E-01,4.83E-01,5.05E-01,0.022265625
-3.94E-06,9.65E-01,4.78E-01,5.00E-01,0.021875
-3.93E-06,9.57E-01,4.74E-01,4.96E-01,0.021875
-3.92E-06,9.41E-01,4.69E-01,4.91E-01,0.02265625
-3.91E-06,9.22E-01,4.63E-01,4.87E-01,0.0234375
-3.90E-06,9.06E-01,4.59E-01,4.82E-01,0.023828125
-3.89E-06,8.91E-01,4.53E-01,4.78E-01,0.024609375
-3.88E-06,8.67E-01,4.48E-01,4.73E-01,0.025
-3.87E-06,8.52E-01,4.42E-01,4.68E-01,0.025390625
-3.86E-06,8.36E-01,4.37E-01,4.62E-01,0.025390625
-3.85E-06,8.16E-01,4.32E-01,4.57E-01,0.02578125
-3.84E-06,7.97E-01,4.26E-01,4.52E-01,0.0265625
-3.83E-06,7.81E-01,4.20E-01,4.47E-01,0.026953125
-3.82E-06,7.62E-01,4.14E-01,4.42E-01,0.028125
-3.81E-06,7.54E-01,4.08E-01,4.36E-01,0.028515625
-3.80E-06,7.34E-01,4.02E-01,4.31E-01,0.0296875
-3.79E-06,7.15E-01,3.96E-01,4.26E-01,0.030078125
-3.78E-06,6.95E-01,3.89E-01,4.20E-01,0.030078125
-3.77E-06,6.76E-01,3.83E-01,4.14E-01,0.030859375
-3.76E-06,6.56E-01,3.77E-01,4.08E-01,0.03125
-3.75E-06,6.37E-01,3.71E-01,4.02E-01,0.03125
-3.74E-06,6.17E-01,3.64E-01,3.96E-01,0.031640625
-3.73E-06,5.94E-01,3.58E-01,3.91E-01,0.032421875
-3.72E-06,5.70E-01,3.52E-01,3.84E-01,0.032421875
-3.71E-06,5.55E-01,3.46E-01,3.78E-01,0.03203125
-3.70E-06,5.27E-01,3.40E-01,3.71E-01,0.031640625
-3.69E-06,5.08E-01,3.33E-01,3.65E-01,0.031640625
-3.68E-06,4.84E-01,3.27E-01,3.58E-01,0.031640625
-3.67E-06,4.61E-01,3.20E-01,3.52E-01,0.032421875
-3.66E-06,4.41E-01,3.13E-01,3.45E-01,0.032421875
-3.65E-06,4.26E-01,3.07E-01,3.39E-01,0.03203125
-3.64E-06,4.02E-01,3.00E-01,3.32E-01,0.0328125
-3.63E-06,3.83E-01,2.93E-01,3.26E-01,0.0328125
-3.62E-06,3.59E-01,2.87E-01,3.20E-01,0.032421875
-3.61E-06,3.40E-01,2.80E-01,3.13E-01,0.0328125
-3.60E-06,3.13E-01,2.73E-01,3.07E-01,0.033203126
-3.59E-06,2.93E-01,2.67E-01,3.00E-01,0.033593751
-3.58E-06,2.70E-01,2.60E-01,2.94E-01,0.034375001
-3.57E-06,2.46E-01,2.53E-01,2.88E-01,0.035156251
-3.56E-06,2.27E-01,2.46E-01,2.81E-01,0.035546876
-3.55E-06,2.07E-01,2.38E-01,2.74E-01,0.035937501
-3.54E-06,1.84E-01,2.31E-01,2.68E-01,0.037109376
-3.53E-06,1.60E-01,2.24E-01,2.61E-01,0.037109376
-3.52E-06,1.33E-01,2.16E-01,2.54E-01,0.037500001
-3.51E-06,1.09E-01,2.09E-01,2.46E-01,0.037109376
-3.50E-06,8.59E-02,2.02E-01,2.39E-01,0.037109376
-3.49E-06,6.25E-02,1.94E-01,2.31E-01,0.037109376
-3.48E-06,3.52E-02,1.86E-01,2.23E-01,0.037109376
-3.47E-06,1.56E-02,1.78E-01,2.16E-01,0.037890626
-3.46E-06,0.00E+00,1.71E-01,2.09E-01,0.038281251
-3.45E-06,-1.95E-02,1.63E-01,2.02E-01,0.038671876
-3.44E-06,-3.91E-02,1.55E-01,1.94E-01,0.039062501
-3.43E-06,-5.86E-02,1.48E-01,1.87E-01,0.039453126
-3.42E-06,-8.20E-02,1.40E-01,1.80E-01,0.039843751
-3.41E-06,-1.13E-01,1.32E-01,1.72E-01,0.039453126
-3.40E-06,-1.33E-01,1.25E-01,1.64E-01,0.039062501
-3.39E-06,-1.52E-01,1.17E-01,1.57E-01,0.039843751
-3.38E-06,-1.76E-01,1.10E-01,1.49E-01,0.039453126
-3.37E-06,-1.95E-01,1.02E-01,1.42E-01,0.039843751
-3.36E-06,-2.15E-01,9.49E-02,1.34E-01,0.039453126
-3.35E-06,-2.34E-01,8.71E-02,1.27E-01,0.040234376
-3.34E-06,-2.62E-01,7.97E-02,1.19E-01,0.039453126
-3.33E-06,-2.85E-01,7.19E-02,1.12E-01,0.039843751
-3.32E-06,-3.09E-01,6.37E-02,1.04E-01,0.039843751
-3.31E-06,-3.28E-01,5.59E-02,9.61E-02,0.040234376
-3.30E-06,-3.52E-01,4.84E-02,8.83E-02,0.039843751
-3.29E-06,-3.79E-01,4.02E-02,8.09E-02,0.040625001
-3.28E-06,-4.06E-01,3.24E-02,7.30E-02,0.040625001
-3.27E-06,-4.26E-01,2.46E-02,6.52E-02,0.040625001
-3.26E-06,-4.49E-01,1.68E-02,5.74E-02,0.040625001
-3.25E-06,-4.77E-01,8.59E-03,4.96E-02,0.041015626
-3.24E-06,-4.96E-01,1.17E-03,4.10E-02,0.039843751
-3.23E-06,-5.20E-01,-5.86E-03,3.40E-02,0.039843751
-3.22E-06,-5.43E-01,-1.29E-02,2.66E-02,0.039453126
-3.21E-06,-5.74E-01,-1.99E-02,1.84E-02,0.038281251
-3.20E-06,-5.94E-01,-2.73E-02,1.05E-02,0.037890626
-3.19E-06,-6.17E-01,-3.44E-02,3.13E-03,0.037500001
-3.18E-06,-6.41E-01,-4.22E-02,-4.30E-03,0.037890626
-3.17E-06,-6.72E-01,-4.96E-02,-1.17E-02,0.037890626
-3.16E-06,-6.88E-01,-5.74E-02,-1.91E-02,0.038281251
-3.15E-06,-7.15E-01,-6.56E-02,-2.66E-02,0.039062501
-3.14E-06,-7.46E-01,-7.34E-02,-3.44E-02,0.039062501
-3.13E-06,-7.70E-01,-8.20E-02,-4.14E-02,0.040625001
-3.12E-06,-7.93E-01,-9.02E-02,-4.92E-02,0.041015626
-3.11E-06,-8.20E-01,-9.73E-02,-5.74E-02,0.039843751
-3.10E-06,-8.40E-01,-1.05E-01,-6.60E-02,0.039062501
-3.09E-06,-8.59E-01,-1.13E-01,-7.38E-02,0.039062501
-3.08E-06,-8.83E-01,-1.21E-01,-8.16E-02,0.039062501
-3.07E-06,-9.06E-01,-1.28E-01,-8.91E-02,0.039062501
-3.06E-06,-9.34E-01,-1.36E-01,-9.69E-02,0.038671876
-3.05E-06,-9.53E-01,-1.43E-01,-1.04E-01,0.038671876
-3.04E-06,-9.77E-01,-1.50E-01,-1.12E-01,0.038671876
-3.03E-06,-1.00E+00,-1.57E-01,-1.19E-01,0.038281251
-3.02E-06,-1.02E+00,-1.65E-01,-1.27E-01,0.037890626
-3.01E-06,-1.04E+00,-1.72E-01,-1.34E-01,0.038281251
-3.00E-06,-1.07E+00,-1.80E-01,-1.42E-01,0.038281251
-2.99E-06,-1.09E+00,-1.88E-01,-1.49E-01,0.038281251
-2.98E-06,-1.12E+00,-1.95E-01,-1.57E-01,0.038671876
-2.97E-06,-1.14E+00,-2.03E-01,-1.64E-01,0.038671876
-2.96E-06,-1.16E+00,-2.10E-01,-1.71E-01,0.038671876
-2.95E-06,-1.18E+00,-2.18E-01,-1.79E-01,0.038671876
-2.94E-06,-1.20E+00,-2.25E-01,-1.86E-01,0.039062501
-2.93E-06,-1.23E+00,-2.33E-01,-1.93E-01,0.039843751
-2.92E-06,-1.25E+00,-2.40E-01,-2.01E-01,0.039062501
-2.91E-06,-1.27E+00,-2.48E-01,-2.09E-01,0.039453126
-2.90E-06,-1.29E+00,-2.55E-01,-2.17E-01,0.037890626
-2.89E-06,-1.31E+00,-2.61E-01,-2.24E-01,0.037109376
-2.88E-06,-1.33E+00,-2.69E-01,-2.32E-01,0.036718751
-2.87E-06,-1.35E+00,-2.76E-01,-2.39E-01,0.036328126
-2.86E-06,-1.37E+00,-2.82E-01,-2.46E-01,0.036328126
-2.85E-06,-1.40E+00,-2.89E-01,-2.53E-01,0.035937501
-2.84E-06,-1.41E+00,-2.96E-01,-2.61E-01,0.035546876
-2.83E-06,-1.43E+00,-3.03E-01,-2.67E-01,0.035937501
-2.82E-06,-1.45E+00,-3.10E-01,-2.75E-01,0.035546876
-2.81E-06,-1.46E+00,-3.17E-01,-2.81E-01,0.035546876
-2.80E-06,-1.48E+00,-3.23E-01,-2.88E-01,0.035156251
-2.79E-06,-1.50E+00,-3.30E-01,-2.95E-01,0.034375001
-2.78E-06,-1.53E+00,-3.37E-01,-3.02E-01,0.034375001
-2.77E-06,-1.55E+00,-3.43E-01,-3.09E-01,0.033984376
-2.76E-06,-1.57E+00,-3.49E-01,-3.15E-01,0.033593751
-2.75E-06,-1.59E+00,-3.55E-01,-3.22E-01,0.033593751
-2.74E-06,-1.61E+00,-3.62E-01,-3.29E-01,0.033203125
-2.73E-06,-1.63E+00,-3.68E-01,-3.35E-01,0.0328125
-2.72E-06,-1.65E+00,-3.74E-01,-3.42E-01,0.03203125
-2.71E-06,-1.67E+00,-3.80E-01,-3.48E-01,0.031640625
-2.70E-06,-1.68E+00,-3.86E-01,-3.55E-01,0.03125
-2.69E-06,-1.70E+00,-3.92E-01,-3.61E-01,0.030859375
-2.68E-06,-1.71E+00,-3.98E-01,-3.68E-01,0.03046875
-2.67E-06,-1.74E+00,-4.04E-01,-3.74E-01,0.030078125
-2.66E-06,-1.76E+00,-4.10E-01,-3.80E-01,0.029296875
-2.65E-06,-1.77E+00,-4.16E-01,-3.86E-01,0.030078125
-2.64E-06,-1.79E+00,-4.22E-01,-3.93E-01,0.0296875
-2.63E-06,-1.80E+00,-4.28E-01,-3.98E-01,0.029296875
-2.62E-06,-1.82E+00,-4.34E-01,-4.05E-01,0.028515625
-2.61E-06,-1.84E+00,-4.39E-01,-4.11E-01,0.028125
-2.60E-06,-1.86E+00,-4.45E-01,-4.16E-01,0.028515625
-2.59E-06,-1.87E+00,-4.50E-01,-4.22E-01,0.028125
-2.58E-06,-1.89E+00,-4.55E-01,-4.28E-01,0.026953125
-2.57E-06,-1.90E+00,-4.61E-01,-4.34E-01,0.026171875
-2.56E-06,-1.91E+00,-4.66E-01,-4.40E-01,0.026171875
-2.55E-06,-1.93E+00,-4.71E-01,-4.45E-01,0.026171875
-2.54E-06,-1.95E+00,-4.76E-01,-4.50E-01,0.02578125
-2.53E-06,-1.97E+00,-4.82E-01,-4.56E-01,0.02578125
-2.52E-06,-1.98E+00,-4.87E-01,-4.61E-01,0.02578125
-2.51E-06,-2.00E+00,-4.92E-01,-4.67E-01,0.024609375
-2.50E-06,-2.01E+00,-4.96E-01,-4.73E-01,0.023828125
-2.49E-06,-2.03E+00,-5.01E-01,-4.78E-01,0.0234375
-2.48E-06,-2.04E+00,-5.06E-01,-4.83E-01,0.02265625
-2.47E-06,-2.05E+00,-5.10E-01,-4.88E-01,0.021875
-2.46E-06,-2.07E+00,-5.14E-01,-4.93E-01,0.02109375
-2.45E-06,-2.07E+00,-5.19E-01,-4.98E-01,0.02109375
-2.44E-06,-2.10E+00,-5.23E-01,-5.03E-01,0.020703125
-2.43E-06,-2.10E+00,-5.28E-01,-5.07E-01,0.0203125
-2.42E-06,-2.12E+00,-5.32E-01,-5.12E-01,0.019921875
-2.41E-06,-2.13E+00,-5.36E-01,-5.16E-01,0.01953125
-2.40E-06,-2.14E+00,-5.39E-01,-5.20E-01,0.01875
-2.39E-06,-2.15E+00,-5.43E-01,-5.25E-01,0.01796875
-2.38E-06,-2.16E+00,-5.46E-01,-5.29E-01,0.0171875
-2.37E-06,-2.18E+00,-5.50E-01,-5.32E-01,0.0171875
-2.36E-06,-2.18E+00,-5.53E-01,-5.37E-01,0.016015625
-2.35E-06,-2.20E+00,-5.56E-01,-5.40E-01,0.016015625
-2.34E-06,-2.21E+00,-5.59E-01,-5.45E-01,0.014453125
-2.33E-06,-2.21E+00,-5.62E-01,-5.48E-01,0.014453125
-2.32E-06,-2.22E+00,-5.66E-01,-5.52E-01,0.014453125
-2.31E-06,-2.23E+00,-5.70E-01,-5.55E-01,0.01484375
-2.30E-06,-2.24E+00,-5.73E-01,-5.58E-01,0.014453125
-2.29E-06,-2.25E+00,-5.75E-01,-5.62E-01,0.013671875
-2.28E-06,-2.25E+00,-5.79E-01,-5.65E-01,0.0140625
-2.27E-06,-2.26E+00,-5.82E-01,-5.69E-01,0.012890625
-2.26E-06,-2.27E+00,-5.84E-01,-5.73E-01,0.01171875
-2.25E-06,-2.27E+00,-5.87E-01,-5.75E-01,0.01171875
-2.24E-06,-2.29E+00,-5.89E-01,-5.79E-01,0.0109375
-2.23E-06,-2.29E+00,-5.91E-01,-5.81E-01,0.01015625
-2.22E-06,-2.29E+00,-5.94E-01,-5.84E-01,0.01015625
-2.21E-06,-2.30E+00,-5.96E-01,-5.86E-01,0.009765625
-2.20E-06,-2.30E+00,-5.98E-01,-5.89E-01,0.009375
-2.19E-06,-2.32E+00,-6.00E-01,-5.91E-01,0.008984375
-2.18E-06,-2.32E+00,-6.02E-01,-5.93E-01,0.008984375
-2.17E-06,-2.33E+00,-6.04E-01,-5.96E-01,0.00859375
-2.16E-06,-2.33E+00,-6.06E-01,-5.98E-01,0.0078125
-2.15E-06,-2.34E+00,-6.07E-01,-6.00E-01,0.00703125
-2.14E-06,-2.34E+00,-6.09E-01,-6.02E-01,0.00703125
-2.13E-06,-2.34E+00,-6.11E-01,-6.04E-01,0.006640625
-2.12E-06,-2.34E+00,-6.13E-01,-6.07E-01,0.00546875
-2.11E-06,-2.35E+00,-6.14E-01,-6.09E-01,0.005078125
-2.10E-06,-2.36E+00,-6.15E-01,-6.12E-01,0.003515625
-2.09E-06,-2.36E+00,-6.16E-01,-6.13E-01,0.003125
-2.08E-06,-2.36E+00,-6.17E-01,-6.16E-01,0.001171875
-2.07E-06,-2.36E+00,-6.18E-01,-6.18E-01,0.000390625
-2.06E-06,-2.36E+00,-6.19E-01,-6.19E-01,0
-2.05E-06,-2.36E+00,-6.19E-01,-6.20E-01,0.00078125
-2.04E-06,-2.36E+00,-6.20E-01,-6.20E-01,0
-2.03E-06,-2.37E+00,-6.20E-01,-6.21E-01,0.000390625
-2.02E-06,-2.36E+00,-6.20E-01,-6.21E-01,0.00078125
-2.01E-06,-2.37E+00,-6.21E-01,-6.21E-01,0
-2.00E-06,-2.36E+00,-6.21E-01,-6.21E-01,0.00078125
-1.99E-06,-2.36E+00,-6.22E-01,-6.22E-01,0
-1.98E-06,-2.36E+00,-6.21E-01,-6.22E-01,0.00078125
-1.97E-06,-2.36E+00,-6.21E-01,-6.23E-01,0.0015625
-1.96E-06,-2.36E+00,-6.21E-01,-6.24E-01,0.00234375
-1.95E-06,-2.36E+00,-6.21E-01,-6.25E-01,0.00390625
-1.94E-06,-2.36E+00,-6.21E-01,-6.26E-01,0.005078125
-1.93E-06,-2.36E+00,-6.20E-01,-6.26E-01,0.005859375
-1.92E-06,-2.36E+00,-6.20E-01,-6.27E-01,0.006640625
-1.91E-06,-2.35E+00,-6.20E-01,-6.26E-01,0.006640625
-1.90E-06,-2.34E+00,-6.18E-01,-6.27E-01,0.00859375
-1.89E-06,-2.35E+00,-6.18E-01,-6.26E-01,0.00859375
-1.88E-06,-2.34E+00,-6.17E-01,-6.25E-01,0.00859375
-1.87E-06,-2.34E+00,-6.15E-01,-6.25E-01,0.009765625
-1.86E-06,-2.33E+00,-6.14E-01,-6.24E-01,0.009765625
-1.85E-06,-2.33E+00,-6.12E-01,-6.23E-01,0.0109375
-1.84E-06,-2.32E+00,-6.11E-01,-6.22E-01,0.0109375
-1.83E-06,-2.31E+00,-6.09E-01,-6.21E-01,0.011328125
-1.82E-06,-2.30E+00,-6.08E-01,-6.20E-01,0.012109375
-1.81E-06,-2.30E+00,-6.06E-01,-6.18E-01,0.012109375
-1.80E-06,-2.29E+00,-6.05E-01,-6.17E-01,0.0125
-1.79E-06,-2.29E+00,-6.03E-01,-6.16E-01,0.0125
-1.78E-06,-2.27E+00,-6.01E-01,-6.14E-01,0.013671875
-1.77E-06,-2.27E+00,-5.99E-01,-6.13E-01,0.014453125
-1.76E-06,-2.27E+00,-5.97E-01,-6.12E-01,0.01484375
-1.75E-06,-2.26E+00,-5.95E-01,-6.11E-01,0.015625
-1.74E-06,-2.26E+00,-5.93E-01,-6.09E-01,0.016015625
-1.73E-06,-2.25E+00,-5.91E-01,-6.07E-01,0.01640625
-1.72E-06,-2.24E+00,-5.88E-01,-6.05E-01,0.017578125
-1.71E-06,-2.23E+00,-5.86E-01,-6.04E-01,0.017578125
-1.70E-06,-2.23E+00,-5.84E-01,-6.01E-01,0.017578125
-1.69E-06,-2.22E+00,-5.80E-01,-5.99E-01,0.01875
-1.68E-06,-2.20E+00,-5.77E-01,-5.96E-01,0.01875
-1.67E-06,-2.19E+00,-5.74E-01,-5.94E-01,0.01953125
-1.66E-06,-2.18E+00,-5.71E-01,-5.92E-01,0.020703125
-1.65E-06,-2.16E+00,-5.68E-01,-5.89E-01,0.02109375
-1.64E-06,-2.15E+00,-5.64E-01,-5.86E-01,0.021484375
-1.63E-06,-2.14E+00,-5.61E-01,-5.83E-01,0.02265625
-1.62E-06,-2.13E+00,-5.58E-01,-5.80E-01,0.02265625
-1.61E-06,-2.12E+00,-5.54E-01,-5.77E-01,0.02265625
-1.60E-06,-2.11E+00,-5.51E-01,-5.74E-01,0.02265625
-1.59E-06,-2.10E+00,-5.48E-01,-5.70E-01,0.02265625
-1.58E-06,-2.09E+00,-5.44E-01,-5.67E-01,0.023046875
-1.57E-06,-2.07E+00,-5.41E-01,-5.64E-01,0.0234375
-1.56E-06,-2.06E+00,-5.38E-01,-5.61E-01,0.023046875
-1.55E-06,-2.05E+00,-5.34E-01,-5.58E-01,0.02421875
-1.54E-06,-2.03E+00,-5.29E-01,-5.54E-01,0.025
-1.53E-06,-2.01E+00,-5.25E-01,-5.51E-01,0.025390625
-1.52E-06,-2.00E+00,-5.21E-01,-5.47E-01,0.026171875
-1.51E-06,-1.99E+00,-5.17E-01,-5.43E-01,0.0265625
-1.50E-06,-1.98E+00,-5.13E-01,-5.40E-01,0.02734375
-1.49E-06,-1.96E+00,-5.08E-01,-5.36E-01,0.027734375
-1.48E-06,-1.94E+00,-5.04E-01,-5.32E-01,0.028515625
-1.47E-06,-1.93E+00,-4.98E-01,-5.29E-01,0.030078125
-1.46E-06,-1.91E+00,-4.94E-01,-5.24E-01,0.0296875
-1.45E-06,-1.89E+00,-4.89E-01,-5.19E-01,0.030078125
-1.44E-06,-1.88E+00,-4.84E-01,-5.15E-01,0.030859375
-1.43E-06,-1.86E+00,-4.79E-01,-5.10E-01,0.030859375
-1.42E-06,-1.84E+00,-4.73E-01,-5.05E-01,0.03203125
-1.41E-06,-1.82E+00,-4.68E-01,-5.01E-01,0.032421875
-1.40E-06,-1.81E+00,-4.63E-01,-4.96E-01,0.032421875
-1.39E-06,-1.79E+00,-4.58E-01,-4.91E-01,0.033203126
-1.38E-06,-1.77E+00,-4.52E-01,-4.86E-01,0.033593751
-1.37E-06,-1.77E+00,-4.47E-01,-4.81E-01,0.033984376
-1.36E-06,-1.75E+00,-4.41E-01,-4.76E-01,0.034375001
-1.35E-06,-1.73E+00,-4.36E-01,-4.71E-01,0.035156251
-1.34E-06,-1.71E+00,-4.31E-01,-4.65E-01,0.034375001
-1.33E-06,-1.69E+00,-4.25E-01,-4.59E-01,0.034375001
-1.32E-06,-1.68E+00,-4.19E-01,-4.54E-01,0.034765626
-1.31E-06,-1.66E+00,-4.13E-01,-4.48E-01,0.035156251
-1.30E-06,-1.64E+00,-4.07E-01,-4.43E-01,0.035937501
-1.29E-06,-1.61E+00,-4.02E-01,-4.38E-01,0.035937501
-1.28E-06,-1.59E+00,-3.95E-01,-4.32E-01,0.037109376
-1.27E-06,-1.58E+00,-3.89E-01,-4.27E-01,0.038281251
-1.26E-06,-1.55E+00,-3.83E-01,-4.21E-01,0.038281251
-1.25E-06,-1.54E+00,-3.77E-01,-4.16E-01,0.039062501
-1.24E-06,-1.52E+00,-3.71E-01,-4.10E-01,0.039062501
-1.23E-06,-1.50E+00,-3.65E-01,-4.04E-01,0.039062501
-1.22E-06,-1.48E+00,-3.58E-01,-3.98E-01,0.039843751
-1.21E-06,-1.46E+00,-3.52E-01,-3.92E-01,0.039453126
-1.20E-06,-1.45E+00,-3.46E-01,-3.85E-01,0.039453126
-1.19E-06,-1.42E+00,-3.39E-01,-3.79E-01,0.039062501
