time	V(N004,N003)
1.355904134928762e-002	-1.301318e+000
1.356468271194414e-002	-2.248113e+000
1.356866401643882e-002	-2.788347e+000
1.357076639291254e-002	-3.004014e+000
1.357233224832317e-002	-3.121795e+000
1.357412372116450e-002	-3.214792e+000
1.357617402526386e-002	-3.271274e+000
1.357841101828304e-002	-3.262841e+000
1.358203785449249e-002	-3.104155e+000
1.358674575561241e-002	-2.667620e+000
1.359295299612176e-002	-1.782623e+000
1.359846271139942e-002	-7.881319e-001
1.360284897525105e-002	8.999428e-002
1.360730464552206e-002	9.775305e-001
1.361207622252540e-002	1.831110e+000
1.361764773645825e-002	2.661430e+000
1.362002328237233e-002	2.935425e+000
1.362177487461712e-002	3.083222e+000
1.362344957541872e-002	3.185370e+000
1.362528169627962e-002	3.256926e+000
1.362695868203101e-002	3.279702e+000
1.362968625403553e-002	3.223425e+000
1.363408835164641e-002	2.939444e+000
1.363951528052144e-002	2.308903e+000
1.364584734592073e-002	1.280025e+000
1.365053687950443e-002	3.783716e-001
1.365478126953628e-002	-4.819177e-001
1.365904134928803e-002	-1.301318e+000
1.366468271194472e-002	-2.248113e+000
1.366866401643903e-002	-2.788347e+000
1.367076639291270e-002	-3.004014e+000
1.367233224832328e-002	-3.121795e+000
1.367412372116464e-002	-3.214792e+000
1.367617402526391e-002	-3.271274e+000
1.367841101828312e-002	-3.262841e+000
1.368203785449262e-002	-3.104155e+000
1.368674575561269e-002	-2.667620e+000
1.369295299612188e-002	-1.782623e+000
1.369846271139941e-002	-7.881319e-001
1.370284897525103e-002	8.999428e-002
1.370730464552205e-002	9.775305e-001
1.371207622252538e-002	1.831110e+000
1.371764773645823e-002	2.661430e+000
1.372002328237232e-002	2.935425e+000
1.372177487461711e-002	3.083222e+000
1.372344957541871e-002	3.185370e+000
1.372528169627961e-002	3.256926e+000
1.372695868203099e-002	3.279702e+000
1.372968625403549e-002	3.223425e+000
1.373408835164636e-002	2.939444e+000
1.373951528052127e-002	2.308903e+000
1.374584734592060e-002	1.280025e+000
1.375053687950431e-002	3.783716e-001
1.375478126953617e-002	-4.819177e-001
1.375904134928792e-002	-1.301318e+000
1.376468271194455e-002	-2.248113e+000
1.376866401643895e-002	-2.788347e+000
1.377076639291264e-002	-3.004014e+000
1.377233224832324e-002	-3.121795e+000
1.377412372116459e-002	-3.214792e+000
1.377617402526389e-002	-3.271274e+000
1.377841101828309e-002	-3.262841e+000
1.378203785449257e-002	-3.104155e+000
1.378674575561240e-002	-2.667620e+000
1.379295299612168e-002	-1.782623e+000
1.379846271139933e-002	-7.881319e-001
1.380284897525095e-002	8.999428e-002
1.380730464552197e-002	9.775305e-001
1.381207622252527e-002	1.831110e+000
1.381764773645819e-002	2.661430e+000
1.382002328237229e-002	2.935425e+000
1.382177487461709e-002	3.083222e+000
1.382344957541868e-002	3.185370e+000
1.382528169627956e-002	3.256926e+000
1.382695868203091e-002	3.279702e+000
1.382968625403537e-002	3.223425e+000
1.383408835164615e-002	2.939444e+000
1.383951528052078e-002	2.308903e+000
1.384584734592027e-002	1.280025e+000
1.385053687950403e-002	3.783716e-001
1.385478126953588e-002	-4.819177e-001
1.385904134928761e-002	-1.301318e+000
1.386468271194416e-002	-2.248113e+000
1.386866401643883e-002	-2.788347e+000
1.387076639291255e-002	-3.004014e+000
1.387233224832317e-002	-3.121795e+000
1.387412372116451e-002	-3.214792e+000
1.387617402526386e-002	-3.271274e+000
1.387841101828304e-002	-3.262841e+000
1.388203785449249e-002	-3.104155e+000
1.388674575561235e-002	-2.667620e+000
1.389295299612169e-002	-1.782623e+000
1.389846271139939e-002	-7.881319e-001
1.390284897525102e-002	8.999428e-002
1.390730464552204e-002	9.775305e-001
1.391207622252535e-002	1.831110e+000
1.391764773645821e-002	2.661430e+000
1.392002328237230e-002	2.935425e+000
1.392177487461710e-002	3.083222e+000
1.392344957541869e-002	3.185370e+000
1.392528169627958e-002	3.256926e+000
1.392695868203094e-002	3.279702e+000
1.392968625403541e-002	3.223425e+000
1.393408835164623e-002	2.939444e+000
1.393951528052120e-002	2.308903e+000
1.394584734592039e-002	1.280025e+000
1.395053687950411e-002	3.783716e-001
1.395478126953598e-002	-4.819177e-001
1.395904134928774e-002	-1.301318e+000
1.396468271194430e-002	-2.248113e+000
1.396866401643887e-002	-2.788347e+000
1.397076639291258e-002	-3.004014e+000
1.397233224832320e-002	-3.121795e+000
1.397412372116454e-002	-3.214792e+000
1.397617402526387e-002	-3.271274e+000
1.397841101828305e-002	-3.262841e+000
1.398203785449251e-002	-3.104155e+000
1.398674575561247e-002	-2.667620e+000
1.399295299612175e-002	-1.782623e+000
1.399846271139940e-002	-7.881319e-001
1.400284897525102e-002	8.999428e-002
1.400730464552203e-002	9.775305e-001
1.401207622252536e-002	1.831110e+000
1.401764773645822e-002	2.661430e+000
1.402002328237232e-002	2.935425e+000
1.402177487461711e-002	3.083222e+000
1.402344957541870e-002	3.185370e+000
1.402528169627960e-002	3.256926e+000
1.402695868203098e-002	3.279702e+000
1.402968625403547e-002	3.223425e+000
1.403408835164633e-002	2.939444e+000
1.403951528052101e-002	2.308903e+000
1.404584734592042e-002	1.280025e+000
1.405053687950415e-002	3.783716e-001
1.405478126953600e-002	-4.819177e-001
1.405904134928773e-002	-1.301318e+000
1.406468271194434e-002	-2.248113e+000
1.406866401643891e-002	-2.788347e+000
1.407076639291261e-002	-3.004014e+000
1.407233224832322e-002	-3.121795e+000
1.407412372116456e-002	-3.214792e+000
1.407617402526388e-002	-3.271274e+000
1.407841101828307e-002	-3.262841e+000
1.408203785449254e-002	-3.104155e+000
1.408674575561258e-002	-2.667620e+000
1.409295299612178e-002	-1.782623e+000
1.409846271139940e-002	-7.881319e-001
1.410284897525102e-002	8.999428e-002
1.410730464552204e-002	9.775305e-001
1.411207622252537e-002	1.831110e+000
1.411764773645823e-002	2.661430e+000
1.412002328237232e-002	2.935425e+000
1.412177487461711e-002	3.083222e+000
1.412344957541871e-002	3.185370e+000
1.412528169627961e-002	3.256926e+000
1.412695868203099e-002	3.279702e+000
1.412968625403550e-002	3.223425e+000
1.413408835164636e-002	2.939444e+000
1.413951528052125e-002	2.308903e+000
1.414584734592057e-002	1.280025e+000
1.415053687950428e-002	3.783716e-001
1.415478126953614e-002	-4.819177e-001
1.415904134928789e-002	-1.301318e+000
1.416468271194452e-002	-2.248113e+000
1.416866401643896e-002	-2.788347e+000
1.417076639291265e-002	-3.004014e+000
1.417233224832325e-002	-3.121795e+000
1.417412372116460e-002	-3.214792e+000
1.417617402526390e-002	-3.271274e+000
1.417841101828309e-002	-3.262841e+000
1.418203785449258e-002	-3.104155e+000
1.418674575561248e-002	-2.667620e+000
1.419295299612183e-002	-1.782623e+000
1.419846271139942e-002	-7.881319e-001
1.420284897525103e-002	8.999428e-002
1.420730464552203e-002	9.775305e-001
1.421207622252537e-002	1.831110e+000
1.421764773645824e-002	2.661430e+000
1.422002328237233e-002	2.935425e+000
1.422177487461712e-002	3.083222e+000
1.422344957541872e-002	3.185370e+000
1.422528169627962e-002	3.256926e+000
1.422695868203102e-002	3.279702e+000
1.422968625403554e-002	3.223425e+000
1.423408835164642e-002	2.939444e+000
1.423951528052131e-002	2.308903e+000
1.424584734592073e-002	1.280025e+000
1.425053687950444e-002	3.783716e-001
1.425478126953628e-002	-4.819177e-001
1.425904134928801e-002	-1.301318e+000
1.426468271194471e-002	-2.248113e+000
1.426866401643902e-002	-2.788347e+000
1.427076639291269e-002	-3.004014e+000
1.427233224832328e-002	-3.121795e+000
1.427412372116464e-002	-3.214792e+000
1.427617402526391e-002	-3.271274e+000
1.427841101828312e-002	-3.262841e+000
1.428203785449262e-002	-3.104155e+000
1.428674575561266e-002	-2.667620e+000
1.429295299612186e-002	-1.782623e+000
1.429846271139939e-002	-7.881319e-001
1.430284897525101e-002	8.999428e-002
1.430730464552201e-002	9.775305e-001
1.431207622252533e-002	1.831110e+000
1.431764773645822e-002	2.661430e+000
1.432002328237231e-002	2.935425e+000
1.432177487461711e-002	3.083222e+000
1.432344957541870e-002	3.185370e+000
1.432528169627959e-002	3.256926e+000
1.432695868203096e-002	3.279702e+000
1.432968625403545e-002	3.223425e+000
1.433408835164629e-002	2.939444e+000
1.433951528052112e-002	2.308903e+000
1.434584734592041e-002	1.280025e+000
1.435053687950413e-002	3.783716e-001
1.435478126953598e-002	-4.819177e-001
1.435904134928773e-002	-1.301318e+000
1.436468271194432e-002	-2.248113e+000
1.436866401643890e-002	-2.788347e+000
1.437076639291260e-002	-3.004014e+000
1.437233224832321e-002	-3.121795e+000
1.437412372116455e-002	-3.214792e+000
1.437617402526388e-002	-3.271274e+000
1.437841101828307e-002	-3.262841e+000
1.438203785449254e-002	-3.104155e+000
1.438674575561244e-002	-2.667620e+000
1.439295299612183e-002	-1.782623e+000
1.439846271139948e-002	-7.881319e-001
1.440284897525109e-002	8.999428e-002
1.440730464552209e-002	9.775305e-001
1.441207622252545e-002	1.831110e+000
1.441764773645826e-002	2.661430e+000
1.442002328237235e-002	2.935425e+000
1.442177487461713e-002	3.083222e+000
1.442344957541873e-002	3.185370e+000
1.442528169627964e-002	3.256926e+000
1.442695868203104e-002	3.279702e+000
1.442968625403557e-002	3.223425e+000
1.443408835164648e-002	2.939444e+000
1.443951528052131e-002	2.308903e+000
1.444584734592067e-002	1.280025e+000
1.445053687950437e-002	3.783716e-001
1.445478126953621e-002	-4.819177e-001
1.445904134928794e-002	-1.301318e+000
1.446468271194460e-002	-2.248113e+000
1.446866401643897e-002	-2.788347e+000
1.447076639291266e-002	-3.004014e+000
1.447233224832325e-002	-3.121795e+000
1.447412372116461e-002	-3.214792e+000
1.447617402526390e-002	-3.271274e+000
1.447841101828310e-002	-3.262841e+000
1.448203785449259e-002	-3.104155e+000
1.448674575561256e-002	-2.667620e+000
1.449295299612188e-002	-1.782623e+000
1.449846271139950e-002	-7.881319e-001
1.450284897525111e-002	8.999428e-002
1.450730464552211e-002	9.775305e-001
1.451207622252547e-002	1.831110e+000
1.451764773645827e-002	2.661430e+000
1.452002328237236e-002	2.935425e+000
1.452177487461714e-002	3.083222e+000
1.452344957541874e-002	3.185370e+000
1.452528169627966e-002	3.256926e+000
1.452695868203107e-002	3.279702e+000
1.452968625403563e-002	3.223425e+000
1.453408835164657e-002	2.939444e+000
1.453951528052134e-002	2.308903e+000
1.454584734592082e-002	1.280025e+000
1.455053687950452e-002	3.783716e-001
1.455478126953636e-002	-4.819177e-001
1.455904134928809e-002	-1.301318e+000
1.456468271194482e-002	-2.248113e+000
1.456866401643907e-002	-2.788347e+000
1.457076639291272e-002	-3.004014e+000
1.457233224832331e-002	-3.121795e+000
1.457412372116467e-002	-3.214792e+000
1.457617402526392e-002	-3.271274e+000
1.457841101828314e-002	-3.262841e+000
1.458203785449265e-002	-3.104155e+000
1.458674575561271e-002	-2.667620e+000
1.459295299612206e-002	-1.782623e+000
1.459846271139959e-002	-7.881319e-001
1.460284897525118e-002	8.999428e-002
1.460730464552216e-002	9.775305e-001
1.461207622252557e-002	1.831110e+000
1.461764773645832e-002	2.661430e+000
1.462002328237238e-002	2.935425e+000
1.462177487461716e-002	3.083222e+000
1.462344957541877e-002	3.185370e+000
1.462528169627971e-002	3.256926e+000
1.462695868203116e-002	3.279702e+000
1.462968625403576e-002	3.223425e+000
1.463408835164679e-002	2.939444e+000
1.463951528052163e-002	2.308903e+000
1.464584734592110e-002	1.280025e+000
1.465053687950478e-002	3.783716e-001
1.465478126953661e-002	-4.819177e-001
1.465904134928832e-002	-1.301318e+000
1.466468271194515e-002	-2.248113e+000
1.466866401643918e-002	-2.788347e+000
1.467076639291280e-002	-3.004014e+000
1.467233224832337e-002	-3.121795e+000
1.467412372116474e-002	-3.214792e+000
1.467617402526395e-002	-3.271274e+000
1.467841101828318e-002	-3.262841e+000
1.468203785449272e-002	-3.104155e+000
1.468674575561270e-002	-2.667620e+000
1.469295299612196e-002	-1.782623e+000
1.469846271139943e-002	-7.881319e-001
1.470284897525103e-002	8.999428e-002
1.470730464552203e-002	9.775305e-001
1.471207622252537e-002	1.831110e+000
1.471764773645824e-002	2.661430e+000
1.472002328237233e-002	2.935425e+000
1.472177487461712e-002	3.083222e+000
1.472344957541871e-002	3.185370e+000
1.472528169627961e-002	3.256926e+000
1.472695868203100e-002	3.279702e+000
1.472968625403550e-002	3.223425e+000
1.473408835164637e-002	2.939444e+000
1.473951528052120e-002	2.308903e+000
1.474584734592056e-002	1.280025e+000
1.475053687950429e-002	3.783716e-001
1.475478126953614e-002	-4.819177e-001
1.475904134928789e-002	-1.301318e+000
1.476468271194450e-002	-2.248113e+000
1.476866401643894e-002	-2.788347e+000
1.477076639291263e-002	-3.004014e+000
1.477233224832324e-002	-3.121795e+000
1.477412372116459e-002	-3.214792e+000
1.477617402526389e-002	-3.271274e+000
1.477841101828309e-002	-3.262841e+000
1.478203785449257e-002	-3.104155e+000
1.478674575561261e-002	-2.667620e+000
1.479295299612190e-002	-1.782623e+000
1.479846271139950e-002	-7.881319e-001
1.480284897525111e-002	8.999428e-002
1.480730464552211e-002	9.775305e-001
1.481207622252547e-002	1.831110e+000
1.481764773645827e-002	2.661430e+000
1.482002328237235e-002	2.935425e+000
1.482177487461713e-002	3.083222e+000
1.482344957541873e-002	3.185370e+000
1.482528169627965e-002	3.256926e+000
1.482695868203106e-002	3.279702e+000
1.482968625403561e-002	3.223425e+000
1.483408835164654e-002	2.939444e+000
1.483951528052156e-002	2.308903e+000
1.484584734592087e-002	1.280025e+000
1.485053687950455e-002	3.783716e-001
1.485478126953640e-002	-4.819177e-001
1.485904134928814e-002	-1.301318e+000
1.486468271194485e-002	-2.248113e+000
1.486866401643905e-002	-2.788347e+000
1.487076639291271e-002	-3.004014e+000
1.487233224832330e-002	-3.121795e+000
1.487412372116466e-002	-3.214792e+000
1.487617402526392e-002	-3.271274e+000
1.487841101828313e-002	-3.262841e+000
1.488203785449264e-002	-3.104155e+000
1.488674575561230e-002	-2.667620e+000
1.489295299612187e-002	-1.782623e+000
1.489846271139946e-002	-7.881319e-001
1.490284897525106e-002	8.999428e-002
1.490730464552205e-002	9.775305e-001
1.491207622252541e-002	1.831110e+000
1.491764773645826e-002	2.661430e+000
1.492002328237234e-002	2.935425e+000
1.492177487461713e-002	3.083222e+000
1.492344957541873e-002	3.185370e+000
1.492528169627964e-002	3.256926e+000
1.492695868203105e-002	3.279702e+000
1.492968625403558e-002	3.223425e+000
1.493408835164650e-002	2.939444e+000
1.493951528052128e-002	2.308903e+000
1.494584734592073e-002	1.280025e+000
1.495053687950444e-002	3.783716e-001
1.495478126953628e-002	-4.819177e-001
1.495904134928801e-002	-1.301318e+000
1.496468271194471e-002	-2.248113e+000
1.496866401643903e-002	-2.788347e+000
1.497076639291270e-002	-3.004014e+000
1.497233224832328e-002	-3.121795e+000
1.497412372116464e-002	-3.214792e+000
1.497617402526391e-002	-3.271274e+000
1.497841101828312e-002	-3.262841e+000
1.498203785449262e-002	-3.104155e+000
1.498674575561244e-002	-2.667620e+000
1.499295299612180e-002	-1.782623e+000
1.499846271139938e-002	-7.881319e-001
1.500284897525100e-002	8.999428e-002
1.500730464552201e-002	9.775305e-001
1.501207622252534e-002	1.831110e+000
1.501764773645823e-002	2.661430e+000
1.502002328237232e-002	2.935425e+000
1.502177487461711e-002	3.083222e+000
1.502344957541871e-002	3.185370e+000
1.502528169627960e-002	3.256926e+000
1.502695868203099e-002	3.279702e+000
1.502968625403549e-002	3.223425e+000
1.503408835164634e-002	2.939444e+000
1.503951528052128e-002	2.308903e+000
1.504584734592066e-002	1.280025e+000
1.505053687950437e-002	3.783716e-001
1.505478126953622e-002	-4.819177e-001
1.505904134928797e-002	-1.301318e+000
1.506468271194464e-002	-2.248113e+000
1.506866401643900e-002	-2.788347e+000
1.507076639291267e-002	-3.004014e+000
1.507233224832327e-002	-3.121795e+000
1.507412372116462e-002	-3.214792e+000
1.507617402526390e-002	-3.271274e+000
1.507841101828310e-002	-3.262841e+000
1.508203785449260e-002	-3.104155e+000
1.508674575561244e-002	-2.667620e+000
1.509295299612178e-002	-1.782623e+000
1.509846271139939e-002	-7.881319e-001
1.510284897525100e-002	8.999428e-002
1.510730464552201e-002	9.775305e-001
1.511207622252534e-002	1.831110e+000
1.511764773645823e-002	2.661430e+000
1.512002328237232e-002	2.935425e+000
1.512177487461711e-002	3.083222e+000
1.512344957541870e-002	3.185370e+000
1.512528169627959e-002	3.256926e+000
1.512695868203097e-002	3.279702e+000
1.512968625403546e-002	3.223425e+000
1.513408835164630e-002	2.939444e+000
1.513951528052104e-002	2.308903e+000
1.514584734592051e-002	1.280025e+000
1.515053687950424e-002	3.783716e-001
1.515478126953609e-002	-4.819177e-001
1.515904134928782e-002	-1.301318e+000
1.516468271194443e-002	-2.248113e+000
1.516866401643892e-002	-2.788347e+000
1.517076639291261e-002	-3.004014e+000
1.517233224832322e-002	-3.121795e+000
1.517412372116457e-002	-3.214792e+000
1.517617402526388e-002	-3.271274e+000
1.517841101828307e-002	-3.262841e+000
1.518203785449255e-002	-3.104155e+000
1.518674575561239e-002	-2.667620e+000
1.519295299612184e-002	-1.782623e+000
1.519846271139947e-002	-7.881319e-001
1.520284897525108e-002	8.999428e-002
1.520730464552207e-002	9.775305e-001
1.521207622252544e-002	1.831110e+000
1.521764773645826e-002	2.661430e+000
1.522002328237234e-002	2.935425e+000
1.522177487461713e-002	3.083222e+000
1.522344957541873e-002	3.185370e+000
1.522528169627964e-002	3.256926e+000
1.522695868203104e-002	3.279702e+000
1.522968625403558e-002	3.223425e+000
1.523408835164649e-002	2.939444e+000
1.523951528052115e-002	2.308903e+000
1.524584734592067e-002	1.280025e+000
1.525053687950439e-002	3.783716e-001
1.525478126953623e-002	-4.819177e-001
1.525904134928796e-002	-1.301318e+000
1.526468271194463e-002	-2.248113e+000
1.526866401643900e-002	-2.788347e+000
1.527076639291267e-002	-3.004014e+000
1.527233224832326e-002	-3.121795e+000
1.527412372116462e-002	-3.214792e+000
1.527617402526390e-002	-3.271274e+000
1.527841101828311e-002	-3.262841e+000
1.528203785449260e-002	-3.104155e+000
1.528674575561230e-002	-2.667620e+000
1.529295299612189e-002	-1.782623e+000
1.529846271139956e-002	-7.881319e-001
1.530284897525116e-002	8.999428e-002
1.530730464552216e-002	9.775305e-001
1.531207622252555e-002	1.831110e+000
1.531764773645831e-002	2.661430e+000
1.532002328237238e-002	2.935425e+000
1.532177487461716e-002	3.083222e+000
1.532344957541876e-002	3.185370e+000
1.532528169627970e-002	3.256926e+000
1.532695868203115e-002	3.279702e+000
1.532968625403575e-002	3.223425e+000
1.533408835164677e-002	2.939444e+000
1.533951528052161e-002	2.308903e+000
1.534584734592111e-002	1.280025e+000
1.535053687950479e-002	3.783716e-001
1.535478126953663e-002	-4.819177e-001
1.535904134928835e-002	-1.301318e+000
1.536468271194516e-002	-2.248113e+000
1.536866401643917e-002	-2.788347e+000
1.537076639291280e-002	-3.004014e+000
1.537233224832336e-002	-3.121795e+000
1.537412372116474e-002	-3.214792e+000
1.537617402526395e-002	-3.271274e+000
1.537841101828318e-002	-3.262841e+000
1.538203785449272e-002	-3.104155e+000
1.538674575561252e-002	-2.667620e+000
1.539295299612193e-002	-1.782623e+000
1.539846271139942e-002	-7.881319e-001
1.540284897525101e-002	8.999428e-002
1.540730464552198e-002	9.775305e-001
1.541207622252534e-002	1.831110e+000
1.541764773645824e-002	2.661430e+000
1.542002328237233e-002	2.935425e+000
1.542177487461712e-002	3.083222e+000
1.542344957541872e-002	3.185370e+000
1.542528169627963e-002	3.256926e+000
1.542695868203102e-002	3.279702e+000
1.542968625403554e-002	3.223425e+000
1.543408835164644e-002	2.939444e+000
1.543951528052142e-002	2.308903e+000
1.544584734592074e-002	1.280025e+000
1.545053687950443e-002	3.783716e-001
1.545478126953628e-002	-4.819177e-001
1.545904134928802e-002	-1.301318e+000
1.546468271194470e-002	-2.248113e+000
1.546866401643901e-002	-2.788347e+000
1.547076639291268e-002	-3.004014e+000
1.547233224832327e-002	-3.121795e+000
1.547412372116463e-002	-3.214792e+000
1.547617402526391e-002	-3.271274e+000
1.547841101828311e-002	-3.262841e+000
1.548203785449261e-002	-3.104155e+000
1.548674575561255e-002	-2.667620e+000
1.549295299612179e-002	-1.782623e+000
1.549846271139933e-002	-7.881319e-001
1.550284897525094e-002	8.999428e-002
1.550730464552194e-002	9.775305e-001
1.551207622252525e-002	1.831110e+000
1.551764773645819e-002	2.661430e+000
1.552002328237229e-002	2.935425e+000
1.552177487461709e-002	3.083222e+000
1.552344957541868e-002	3.185370e+000
1.552528169627955e-002	3.256926e+000
1.552695868203090e-002	3.279702e+000
1.552968625403535e-002	3.223425e+000
1.553408835164613e-002	2.939444e+000
1.553951528052104e-002	2.308903e+000
1.554584734592038e-002	1.280025e+000
1.555053687950412e-002	3.783716e-001
1.555478126953599e-002	-4.819177e-001
1.555904134928774e-002	-1.301318e+000
1.556468271194430e-002	-2.248113e+000
1.556866401643887e-002	-2.788347e+000
1.557076639291258e-002	-3.004014e+000
1.557233224832320e-002	-3.121795e+000
1.557412372116454e-002	-3.214792e+000
1.557617402526387e-002	-3.271274e+000
1.557841101828305e-002	-3.262841e+000
1.558203785449252e-002	-3.104155e+000
1.558674575561272e-002	-2.667620e+000
1.559295299612184e-002	-1.782623e+000
1.559846271139940e-002	-7.881319e-001
1.560284897525102e-002	8.999428e-002
1.560730464552204e-002	9.775305e-001
1.561207622252537e-002	1.831110e+000
1.561764773645822e-002	2.661430e+000
1.562002328237232e-002	2.935425e+000
1.562177487461711e-002	3.083222e+000
1.562344957541871e-002	3.185370e+000
1.562528169627960e-002	3.256926e+000
1.562695868203098e-002	3.279702e+000
1.562968625403548e-002	3.223425e+000
1.563408835164634e-002	2.939444e+000
1.563951528052124e-002	2.308903e+000
1.564584734592060e-002	1.280025e+000
1.565053687950432e-002	3.783716e-001
1.565478126953617e-002	-4.819177e-001
1.565904134928793e-002	-1.301318e+000
1.566468271194454e-002	-2.248113e+000
1.566866401643895e-002	-2.788347e+000
1.567076639291264e-002	-3.004014e+000
1.567233224832324e-002	-3.121795e+000
1.567412372116459e-002	-3.214792e+000
1.567617402526389e-002	-3.271274e+000
1.567841101828309e-002	-3.262841e+000
1.568203785449257e-002	-3.104155e+000
1.568674575561246e-002	-2.667620e+000
1.569295299612183e-002	-1.782623e+000
1.569846271139943e-002	-7.881319e-001
1.570284897525104e-002	8.999428e-002
1.570730464552205e-002	9.775305e-001
1.571207622252539e-002	1.831110e+000
1.571764773645825e-002	2.661430e+000
1.572002328237234e-002	2.935425e+000
1.572177487461713e-002	3.083222e+000
1.572344957541873e-002	3.185370e+000
1.572528169627964e-002	3.256926e+000
1.572695868203105e-002	3.279702e+000
1.572968625403558e-002	3.223425e+000
1.573408835164650e-002	2.939444e+000
1.573951528052117e-002	2.308903e+000
1.574584734592070e-002	1.280025e+000
1.575053687950444e-002	3.783716e-001
1.575478126953628e-002	-4.819177e-001
1.575904134928801e-002	-1.301318e+000
1.576468271194472e-002	-2.248113e+000
1.576866401643904e-002	-2.788347e+000
1.577076639291270e-002	-3.004014e+000
1.577233224832329e-002	-3.121795e+000
1.577412372116465e-002	-3.214792e+000
1.577617402526391e-002	-3.271274e+000
1.577841101828312e-002	-3.262841e+000
1.578203785449263e-002	-3.104155e+000
1.578674575561272e-002	-2.667620e+000
1.579295299612185e-002	-1.782623e+000
1.579846271139942e-002	-7.881319e-001
1.580284897525105e-002	8.999428e-002
1.580730464552206e-002	9.775305e-001
1.581207622252540e-002	1.831110e+000
1.581764773645823e-002	2.661430e+000
1.582002328237232e-002	2.935425e+000
1.582177487461711e-002	3.083222e+000
1.582344957541871e-002	3.185370e+000
1.582528169627960e-002	3.256926e+000
1.582695868203098e-002	3.279702e+000
1.582968625403548e-002	3.223425e+000
1.583408835164633e-002	2.939444e+000
1.583951528052118e-002	2.308903e+000
1.584584734592053e-002	1.280025e+000
1.585053687950424e-002	3.783716e-001
1.585478126953609e-002	-4.819177e-001
1.585904134928783e-002	-1.301318e+000
1.586468271194445e-002	-2.248113e+000
1.586866401643893e-002	-2.788347e+000
1.587076639291262e-002	-3.004014e+000
1.587233224832323e-002	-3.121795e+000
1.587412372116457e-002	-3.214792e+000
1.587617402526389e-002	-3.271274e+000
1.587841101828308e-002	-3.262841e+000
1.588203785449256e-002	-3.104155e+000
1.588674575561236e-002	-2.667620e+000
1.589295299612169e-002	-1.782623e+000
1.589846271139931e-002	-7.881319e-001
1.590284897525093e-002	8.999428e-002
1.590730464552195e-002	9.775305e-001
1.591207622252525e-002	1.831110e+000
1.591764773645820e-002	2.661430e+000
1.592002328237230e-002	2.935425e+000
1.592177487461709e-002	3.083222e+000
1.592344957541868e-002	3.185370e+000
1.592528169627956e-002	3.256926e+000
1.592695868203092e-002	3.279702e+000
1.592968625403538e-002	3.223425e+000
1.593408835164617e-002	2.939444e+000
1.593951528052099e-002	2.308903e+000
1.594584734592032e-002	1.280025e+000
1.595053687950407e-002	3.783716e-001
1.595478126953592e-002	-4.819177e-001
1.595904134928767e-002	-1.301318e+000
1.596468271194420e-002	-2.248113e+000
1.596866401643882e-002	-2.788347e+000
1.597076639291254e-002	-3.004014e+000
1.597233224832317e-002	-3.121795e+000
1.597412372116450e-002	-3.214792e+000
1.597617402526386e-002	-3.271274e+000
1.597841101828304e-002	-3.262841e+000
1.598203785449249e-002	-3.104155e+000
1.598674575561263e-002	-2.667620e+000
1.599295299612178e-002	-1.782623e+000
1.599846271139939e-002	-7.881319e-001
1.600284897525102e-002	8.999428e-002
1.600730464552204e-002	9.775305e-001
1.601207622252536e-002	1.831110e+000
1.601764773645823e-002	2.661430e+000
1.602002328237232e-002	2.935425e+000
1.602177487461711e-002	3.083222e+000
1.602344957541870e-002	3.185370e+000
1.602528169627960e-002	3.256926e+000
1.602695868203098e-002	3.279702e+000
1.602968625403548e-002	3.223425e+000
1.603408835164633e-002	2.939444e+000
1.603951528052100e-002	2.308903e+000
1.604584734592036e-002	1.280025e+000
1.605053687950410e-002	3.783716e-001
1.605478126953595e-002	-4.819177e-001
1.605904134928769e-002	-1.301318e+000
1.606468271194428e-002	-2.248113e+000
1.606866401643888e-002	-2.788347e+000
1.607076639291259e-002	-3.004014e+000
1.607233224832320e-002	-3.121795e+000
1.607412372116454e-002	-3.214792e+000
1.607617402526387e-002	-3.271274e+000
1.607841101828306e-002	-3.262841e+000
1.608203785449253e-002	-3.104155e+000
1.608674575561261e-002	-2.667620e+000
1.609295299612176e-002	-1.782623e+000
1.609846271139935e-002	-7.881319e-001
1.610284897525098e-002	8.999428e-002
1.610730464552201e-002	9.775305e-001
1.611207622252531e-002	1.831110e+000
1.611764773645821e-002	2.661430e+000
1.612002328237231e-002	2.935425e+000
1.612177487461710e-002	3.083222e+000
1.612344957541870e-002	3.185370e+000
1.612528169627958e-002	3.256926e+000
1.612695868203096e-002	3.279702e+000
1.612968625403544e-002	3.223425e+000
1.613408835164627e-002	2.939444e+000
1.613951528052107e-002	2.308903e+000
1.614584734592042e-002	1.280025e+000
1.615053687950416e-002	3.783716e-001
1.615478126953602e-002	-4.819177e-001
1.615904134928777e-002	-1.301318e+000
1.616468271194433e-002	-2.248113e+000
1.616866401643888e-002	-2.788347e+000
1.617076639291258e-002	-3.004014e+000
1.617233224832320e-002	-3.121795e+000
1.617412372116454e-002	-3.214792e+000
1.617617402526387e-002	-3.271274e+000
1.617841101828306e-002	-3.262841e+000
1.618203785449252e-002	-3.104155e+000
1.618674575561250e-002	-2.667620e+000
1.619295299612178e-002	-1.782623e+000
1.619846271139934e-002	-7.881319e-001
1.620284897525095e-002	8.999428e-002
1.620730464552195e-002	9.775305e-001
1.621207622252528e-002	1.831110e+000
